surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
Lyn,LYN,4067,ENSG00000254087,"['1W1F', '1WA7', '3A4O', '5XY1', '6NMW']","LYN proto-oncogene, Src family tyrosine kinase"
MACH,Urml,101056219,,,up-regulated in Myc liver
MCP-2,CCL2,100294591,,,chemokine (C-C motif) ligand 2
MCP-3,MCP-3,443429,,,mast cell proteinase-3
MCP-4,CCL13,100033951,,,chemokine (C-C motif) ligand 13
MDM2,MDM2,4193,ENSG00000135679,"['1RV1', '1T4E', '1T4F', '1YCR', '1Z1M', '2AXI', '2C6A', '2C6B', '2F1Y', '2FOP', '2GV2', '2HDP', '2LZG', '2M86', '2MPS', '2RUH', '2VJE', '2VJF', '3EQS', '3G03', '3IUX', '3IWY', '3JZK', '3JZR', '3JZS', '3LBK', '3LBL', '3LNJ', '3LNZ', '3MQS', '3TJ2', '3TPX', '3TU1', '3V3B', '3VBG', '3VZV', '3W69', '4DIJ', '4ERE', '4ERF', '4HBM', '4HFZ', '4HG7', '4JV7', '4JV9', '4JVE', '4JVR', '4JWR', '4MDN', '4MDQ', '4OAS', '4OBA', '4OCC', '4ODE', '4ODF', '4OGN', '4OGT', '4OGV', '4OQ3', '4QO4', '4QOC', '4UD7', '4UE1', '4UMN', '4WT2', '4XXB', '4ZFI', '4ZGK', '4ZYC', '4ZYF', '4ZYI', '5AFG', '5C5A', '5HMH', '5HMI', '5HMK', '5J7F', '5J7G', '5LAV', '5LAW', '5LAY', '5LAZ', '5LN2', '5MNJ', '5OAI', '5OC8', '5SWK', '5TRF', '5UMM', '5VK0', '5WTS', '5XXK', '5Z02', '5ZXF', '6AAW', '6GGN', '6H22', '6HFA', '6I29', '6I3S', '6IM9', '6KZU', '6Q96', '6Q9H', '6Q9L', '6Q9O', '6SQO', '6T2D', '6T2E', '6T2F', '6Y4Q', '7AD0', '7AI0', '7AI1', '7BIR', '7BIT', '7BIV', '7BJ0', '7BJ6', '7BMG']",MDM2 proto-oncogene
MIP,MIP,4284,ENSG00000135517,,major intrinsic protein of lens fiber
MIP-1alpha,CCL3,454592,ENSPTRG00000009039,,chemokine (C-C motif) ligand 3
MIP-1beta,LOC110407809,110407809,,,C-C motif chemokine 4 homolog
MMP2,MMP2,4313,ENSG00000087245,"['1CK7', '1CXW', '1EAK', '1GEN', '1GXD', '1HOV', '1J7M', '1KS0', '1QIB', '1RTG', '3AYU']",matrix metallopeptidase 2
MORT,MORT-TOT,100310172,,,Total mortality
MPIF-2,Ccl24,56221,ENSMUSG00000004814,,chemokine (C-C motif) ligand 24
Max,MAX,4149,ENSG00000125952,"['1AN2', '1HLO', '1NKP', '1NLW', '1R05', '5EYO', '6G6J', '6G6K', '6G6L']",MYC associated factor X
Mxi1,MXI1,4601,ENSG00000119950,,"MAX interactor 1, dimerization protein"
Myc,MYC,4609,ENSG00000136997,"['1A93', '1EE4', '1MV0', '1NKP', '2A93', '2OR9', '4Y7R', '5I4Z', '5I50', '6C4U', '6E16', '6E24', '6G6J', '6G6K', '6G6L']","MYC proto-oncogene, bHLH transcription factor"
Myogenin,MYOG,4656,ENSG00000122180,,myogenin
NCC-4,Ccl16-ps,20294,,,"chemokine (C-C motif) ligand 16, pseudogene"
NF-kappaB,NKILA,105416157,ENSG00000278709,,NF-kappaB interacting lncRNA
NF-kappaB-inducing kinase,MAP3K14,9020,,"['4DN5', '4G3D', '4IDT', '4IDV', '6WPP', '6Z1Q', '6Z1T']",mitogen-activated protein kinase kinase kinase 14
NFL,si:dkey-33c12.3,120527903,,,uncharacterized LOC120527903
NGF,NGF,4803,ENSG00000134259,"['1SG1', '1WWW', '2IFG', '4EDW', '4EDX', '4ZBN', '5JZ7', '6YW8']",nerve growth factor
NGF-receptor,ngf,100170161,ENSXETG00000016618,,nerve growth factor
NIK,NRK,203447,ENSG00000123572,,Nik related kinase
NMDA receptor,RECEPTOR,443145,,,neuropilin-1
NR2B,nr2b,100126610,,"['4TLL', '4TLM', '5IOU', '5IOV', '5IPQ', '5IPR', '5IPS', '5IPT', '5IPU', '5IPV', '5UN1', '5UOW', '5UP2']",ionotropic glutamate receptor subunit NR2B
Nerve growth factor,NGF,4803,ENSG00000134259,"['1SG1', '1WWW', '2IFG', '4EDW', '4EDX', '4ZBN', '5JZ7', '6YW8']",nerve growth factor
OP-1,bmp7.1.S,108702613,,,"bone morphogenetic protein 7, gene 1 S homeolog"
PCNA,PCNA,5111,ENSG00000132646,"['1AXC', '1U76', '1U7B', '1UL1', '1VYJ', '1VYM', '1W60', '2ZVK', '2ZVL', '2ZVM', '3JA9', '3P87', '3TBL', '3VKX', '3WGW', '4D2G', '4RJF', '4ZTD', '5E0T', '5E0U', '5E0V', '5IY4', '5MAV', '5MLO', '5MLW', '5MOM', '5YCO', '5YD8', '6CBI', '6EHT', '6FCM', '6FCN', '6GIS', '6GWS', '6HVO', '6K3A', '6QC0', '6QCG', '6S1M', '6S1N', '6S1O', '6TNY', '6TNZ', '6VVO', '7EFA', '7KQ0', '7KQ1']",proliferating cell nuclear antigen
PDGF,,CPIJ019107,,,Pdgf/vegf receptor
PDGF A,a,50518,ENSMUSG00000027596,,nonagouti
PDGF receptor-alpha,pdgfra.L,380245,,,"platelet-derived growth factor receptor, alpha polypeptide L homeolog"
PDGF-AA,COL6A1,1291,ENSG00000142156,,collagen type VI alpha 1 chain
PDGF-AB,COL5A2,1290,ENSG00000204262,1A9A,collagen type V alpha 2 chain
PDGF-BB,Pdgfb,24628,ENSRNOG00000017197,,platelet derived growth factor subunit B
PDGF-C,PDGFC,107126248,,,platelet derived growth factor C
PDGFb,PDGFB,5155,ENSG00000100311,"['1PDG', '3MJG', '4HQU', '4HQX', '4QCI', '6T9E']",platelet derived growth factor subunit B
PI3 kinase,PI3,5266,ENSG00000124102,"['1FLE', '2REL', '6ATU']",peptidase inhibitor 3
PP1C,PPP1R16A,84988,ENSG00000160972,,protein phosphatase 1 regulatory subunit 16A
PP2AC,LOC100282834,100282834,,,PP2Ac-5 - Phosphatase 2A isoform 5 belonging to family 2
PR,pr,19066,,,porcine tail
PRAD1,ccnd1,448045,ENSXETG00000003800,,cyclin D1
PRDI-BF1,PRDM4,112321777,,,PR/SET domain 4
PS-2,PS-2,101247806,,,polygalacturonase
PSD-95,PTSG_03306,16076470,,,PSD-95 alpha
PTPmu,mam-4,179558,WBGene00011836,,"MAM (Meprin, A5-protein, PTPmu) domain protein"
RAD51,RAD51,5888,ENSG00000051180,"['1B22', '1N0W', '5H1B', '5H1C', '5JZC', '5NP7', '5NWL', '7C9A']",RAD51 recombinase
RAD52,RAD52,5893,ENSG00000002016,"['1H2I', '1KN0', '5JRB', '5XRZ', '5XS0']","RAD52 homolog, DNA repair protein"
RAF1,RAF1,5894,ENSG00000132155,"['1C1Y', '1FAQ', '1FAR', '1GUA', '1RFA', '3CU8', '3IQJ', '3IQU', '3IQV', '3KUC', '3KUD', '3NKX', '3O8I', '3OMV', '4FJ3', '4G0N', '4G3X', '4IEA', '4IHL', '6NTC', '6NTD', '6PTS', '6PTW', '6VJJ', '6XGU', '6XGV', '6XHA', '6XHB', '6XI7', '7JHP']","Raf-1 proto-oncogene, serine/threonine kinase"
RANTES,SPAPADRAFT_54818,18871891,,,Rantes
RAS,ras,19412,,,resistance to audiogenic seizures
RAS binding protein,ras,19412,,,resistance to audiogenic seizures
RBP1,RBP1,5947,ENSG00000114115,"['5H8T', '5H9A', '5HA1', '5HBS', '5LJB', '5LJC', '5LJD', '5LJE', '5LJG', '5LJH', '5LJK', '6E5L', '6E5T', '6E6M']",retinol binding protein 1
RBP2,RBP2,5948,ENSG00000114113,"['2RCQ', '2RCT', '4EDE', '4EEJ', '4EFG', '4EXZ', '4GKC', '4QYN', '4QYP', '4QZT', '4QZU', '4RUU', '4ZCB', '4ZGU', '4ZH6', '4ZH9', '4ZJ0', '4ZR2', '5DG4', '5DPQ', '5F58', '5F6B', '5F7G', '5FAZ', '5FEN', '5FFH', '5U6G', '6BTH', '6BTI', '6C7Z', '6E50', '6E51', '6E5E', '6E5Q', '6E5R', '6E5S', '6E6L', '6E7M', '6MCU', '6MCV', '6MKV', '6MLB', '6ON5', '6ON7', '6ON8', '6VID', '6VIS', '6VIT', '6WNF', '6WNJ', '6WP0', '6WP1', '6WP2', '7JVG', '7JVY', '7JWD', '7JWR', '7JX2', '7JZ5', '7K3I', '7LHJ', '7LHM', '7LHN', '7LHO']",retinol binding protein 2
RII,tgfbr2.S,108719963,,,transforming growth factor beta receptor 2 S homeolog
RIN1,RIN1,9610,ENSG00000174791,,Ras and Rab interactor 1
RIP,Rip,110628,,,regulation of phenobarbitol-inducible P450
RIZ,prdm2,100170624,ENSXETG00000026865,,"PR domain containing 2, with ZNF domain"
Raf-1,RAF1,5894,ENSG00000132155,"['1C1Y', '1FAQ', '1FAR', '1GUA', '1RFA', '3CU8', '3IQJ', '3IQU', '3IQV', '3KUC', '3KUD', '3NKX', '3O8I', '3OMV', '4FJ3', '4G0N', '4G3X', '4IEA', '4IHL', '6NTC', '6NTD', '6PTS', '6PTW', '6VJJ', '6XGU', '6XGV', '6XHA', '6XHB', '6XI7', '7JHP']","Raf-1 proto-oncogene, serine/threonine kinase"
Raf-1 cysteine-rich domain,SPRED3,399473,ENSG00000188766,,sprouty related EVH1 domain containing 3
Raf-1 kinase,LOC105192683,105192683,,,raf homolog serine/threonine-protein kinase Raf
Raf-1 protein kinase,LOC105192683,105192683,,,raf homolog serine/threonine-protein kinase Raf
Raf1,RAF1,5894,ENSG00000132155,"['1C1Y', '1FAQ', '1FAR', '1GUA', '1RFA', '3CU8', '3IQJ', '3IQU', '3IQV', '3KUC', '3KUD', '3NKX', '3O8I', '3OMV', '4FJ3', '4G0N', '4G3X', '4IEA', '4IHL', '6NTC', '6NTD', '6PTS', '6PTW', '6VJJ', '6XGU', '6XGV', '6XHA', '6XHB', '6XI7', '7JHP']","Raf-1 proto-oncogene, serine/threonine kinase"
Ras,ras,19412,,,resistance to audiogenic seizures
Rel,REL,5966,ENSG00000162924,,"REL proto-oncogene, NF-kB subunit"
S-phase-promoting factor,GMNN,51053,ENSG00000112312,"['1T6F', '1UII', '2LP0', '2WVR', '4BRY']",geminin DNA replication inhibitor
SCYA24,Ccl24,56221,ENSMUSG00000004814,,chemokine (C-C motif) ligand 24
SCYA26,CCL26,10344,ENSG00000006606,"['1G2S', '1G2T']",C-C motif chemokine ligand 26
SDF-1,CXCL12,102499711,,,C-X-C motif chemokine ligand 12
SF3b,sf3b,5788541,,,splicing factor 3b
SH3 P17,Sh3,100125849,,,sperm hammerhead 3
SKR2,acvr1b,733849,ENSXETG00000000572,,activin A receptor type 1B
SNAPc,cubi_00924,39977715,,,SNAPc like transcription factor
SNX1,SNX1,6642,ENSG00000028528,"['2I4K', '4FZS']",sorting nexin 1
SP1,SP1,6667,ENSG00000185591,"['1SP1', '1SP2', '1VA1', '1VA2', '1VA3', '6PV0', '6PV1', '6PV2', '6PV3', '6UCO', '6UCP']",Sp1 transcription factor
SREBP-2,Srebf2,110554093,,,sterol regulatory element binding transcription factor 2
SRF,SRF,6722,ENSG00000112658,"['1HBX', '1K6O', '1SRS']",serum response factor
SSRP,Ssrp,37767,FBgn0010278,1WXL,Structure specific recognition protein
ST-3,l(4)102ABh,49282,,,lethal (4) 102ABh
Smad4,SMAD4,4089,ENSG00000141646,"['1DD1', '1G88', '1MR1', '1U7F', '1U7V', '1YGS', '5C4V', '5MEY', '5MEZ', '5MF0', '5UWU']",SMAD family member 4
Sos1,SOS1,6654,ENSG00000115904,"['1AWE', '1BKD', '1DBH', '1NVU', '1NVV', '1NVW', '1NVX', '1Q9C', '1XD2', '1XD4', '1XDV', '2II0', '3KSY', '4NYI', '4NYJ', '4NYM', '4URU', '4URV', '4URW', '4URX', '4URY', '4URZ', '4US0', '4US1', '4US2', '5OVD', '5OVE', '5OVF', '5OVG', '5OVH', '5OVI', '5WFO', '5WFP', '5WFQ', '5WFR', '6BVI', '6BVJ', '6BVK', '6BVL', '6BVM', '6CUO', '6CUP', '6CUR', '6D55', '6D56', '6D59', '6D5E', '6D5G', '6D5H', '6D5J', '6D5L', '6D5M', '6D5V', '6D5W', '6EPL', '6EPM', '6EPN', '6EPO', '6EPP', '6F08', '6SCM', '6SFR', '6V94', '6V9F', '6V9J', '6V9L', '6V9M', '6V9N', '6V9O', '6Y44', '7AVI', '7AVL', '7AVS', '7AVT', '7AVU', '7AVV', '7KFZ']",SOS Ras/Rac guanine nucleotide exchange factor 1
Sp1,SP1,6667,ENSG00000185591,"['1SP1', '1SP2', '1VA1', '1VA2', '1VA3', '6PV0', '6PV1', '6PV2', '6PV3', '6UCO', '6UCP']",Sp1 transcription factor
Src,SRC,6714,ENSG00000197122,"['1A07', '1A08', '1A09', '1A1A', '1A1B', '1A1C', '1A1E', '1FMK', '1HCS', '1HCT', '1KSW', '1O41', '1O42', '1O43', '1O44', '1O45', '1O46', '1O47', '1O48', '1O49', '1O4A', '1O4B', '1O4C', '1O4D', '1O4E', '1O4F', '1O4G', '1O4H', '1O4I', '1O4J', '1O4K', '1O4L', '1O4M', '1O4N', '1O4O', '1O4P', '1O4Q', '1O4R', '1SHD', '1Y57', '1YI6', '1YOJ', '1YOL', '1YOM', '2BDF', '2BDJ', '2H8H', '2SRC', '3VRO', '3ZMP', '3ZMQ', '4F59', '4F5A', '4F5B', '4HXJ', '4K11', '4MXO', '4MXX', '4MXY', '4MXZ', '6ATE', '6C4S', '6E6E', '6EHJ']","SRC proto-oncogene, non-receptor tyrosine kinase"
Src A box Nck-associated protein II,a,50518,ENSMUSG00000027596,,nonagouti
Stat1,STAT1,6772,ENSG00000115415,"['1BF5', '1YVL', '2KA6', '3WWT']",signal transducer and activator of transcription 1
Stat3,STAT3,6774,ENSG00000168610,"['5AX3', '5U5S', '6NJS', '6NUQ', '6QHD', '6TLC']",signal transducer and activator of transcription 3
Stat5,stat5,100135887,,,signal transducer and activator of transcription 5
Syk,SYK,6850,ENSG00000165025,"['1A81', '1CSY', '1CSZ', '1XBA', '1XBB', '1XBC', '3BUW', '3EMG', '3FQE', '3FQH', '3FQS', '3SRV', '3TUB', '3TUC', '3TUD', '3VF8', '3VF9', '4DFL', '4DFN', '4F4P', '4FL1', '4FL2', '4FL3', '4FYN', '4FYO', '4FZ6', '4FZ7', '4GFG', '4I0R', '4I0S', '4I0T', '4PUZ', '4PV0', '4PX6', '4RSS', '4RX7', '4RX8', '4RX9', '4WNM', '4XG2', '4XG3', '4XG4', '4XG6', '4XG7', '4XG8', '4XG9', '4YJO', '4YJP', '4YJQ', '4YJR', '4YJS', '4YJT', '4YJU', '4YJV', '5C26', '5C27', '5CXH', '5CXZ', '5CY3', '5GHV', '5LMA', '5LMB', '5T68', '5TIU', '5TR6', '5TT7', '5Y5T', '5Y5U', '6HM6', '6HM7', '6SSB', '6VOV', '6ZC0', '6ZCP', '6ZCQ', '6ZCR', '6ZCS', '6ZCU', '6ZCX', '6ZCY']",spleen associated tyrosine kinase
TAFII110,Taf4,39765,FBgn0010280,,TBP-associated factor 4
TAFII40,TAF11,4851601,,,Transcription initiation factor TFIID subunit 11 (TBP-associated factor 11) (TBP-associated factor 40 kDa) (P40) (TAFII-40) (TAFII40)
TAFII55,GNI_011110,22910662,,,TAFII55 protein
TAFII60,Taf6,40134,FBgn0010417,1TAF,TBP-associated factor 6
TBP,TBP,6908,ENSG00000112592,"['1C9B', '1CDW', '1JFI', '1NVP', '1TGH', '4ROC', '4ROD', '4ROE', '5FUR', '5IY6', '5IY7', '5IY8', '5IY9', '5IYA', '5IYB', '5IYC', '5IYD', '5N9G', '6MZD', '6MZL', '6MZM', '6O9L', '7EDX', '7EG7', '7EG8', '7EG9', '7EGA', '7EGB', '7EGC', '7EGD', '7EGE', '7EGF', '7EGI', '7EGJ', '7ENA', '7ENC', '7LBM', '7NVR', '7NVS', '7NVT', '7NVU', '7NVY', '7NVZ', '7NW0']",TATA-box binding protein
TCR,Tcr,47207,,,Third chromosome alpha methyl dopa-resistant
TFIIIB,TFIIIB,7896282,TGME49_207900,,transcription initiation factor TFIIIB
TGF-beta,TBILA,112806053,,,TGF-beta induced lncRNA
TH,TH,7054,ENSG00000180176,"['2XSN', '4J6S']",tyrosine hydroxylase
TNF beta,TNF,7124,,"['1A8M', '1TNF', '2AZ5', '2E7A', '2TUN', '2ZJC', '2ZPX', '3ALQ', '3IT8', '3L9J', '3WD5', '4G3Y', '4TSV', '4TWT', '4Y6O', '5M2I', '5M2J', '5M2M', '5MU8', '5TSW', '5UUI', '5WUX', '5YOY', '6OOY', '6OOZ', '6OP0', '6RMJ', '6X81', '6X82', '6X83', '6X85', '6X86', '7ASY', '7AT7', '7ATB', '7JRA', '7KP9', '7KPA', '7KPB']",tumor necrosis factor
TNF receptor 1,TNF,7124,,"['1A8M', '1TNF', '2AZ5', '2E7A', '2TUN', '2ZJC', '2ZPX', '3ALQ', '3IT8', '3L9J', '3WD5', '4G3Y', '4TSV', '4TWT', '4Y6O', '5M2I', '5M2J', '5M2M', '5MU8', '5TSW', '5UUI', '5WUX', '5YOY', '6OOY', '6OOZ', '6OP0', '6RMJ', '6X81', '6X82', '6X83', '6X85', '6X86', '7ASY', '7AT7', '7ATB', '7JRA', '7KP9', '7KPA', '7KPB']",tumor necrosis factor
TNF receptor-1,TNF,7124,,"['1A8M', '1TNF', '2AZ5', '2E7A', '2TUN', '2ZJC', '2ZPX', '3ALQ', '3IT8', '3L9J', '3WD5', '4G3Y', '4TSV', '4TWT', '4Y6O', '5M2I', '5M2J', '5M2M', '5MU8', '5TSW', '5UUI', '5WUX', '5YOY', '6OOY', '6OOZ', '6OP0', '6RMJ', '6X81', '6X82', '6X83', '6X85', '6X86', '7ASY', '7AT7', '7ATB', '7JRA', '7KP9', '7KPA', '7KPB']",tumor necrosis factor
TNF-R2,tnfrsf1b,100690893,ENSONIG00000004070,,"tumor necrosis factor receptor superfamily, member 1B"
TNF-related activation protein,TNFSF18,8995,ENSG00000120337,"['2Q1M', '2R30', '2R32', '3B93', '3B94', '7KHD']",TNF superfamily member 18
TNFR-1,T02C5.1,180568,WBGene00020158,,TNFR-Cys domain-containing protein
TNFR1,tradd,100494283,ENSXETG00000031794,,TNFRSF1A-associated via death domain
TNFalpha,THRIL,102659353,ENSG00000280634,,TNF and HNRNPL related immunoregulatory long non-coding RNA
TPO,TPO,7173,,,thyroid peroxidase
TR6,n-TRacg6,102467246,,,nuclear encoded tRNA arginine 6 (anticodon ACG)
TRADD,TRADD,8717,ENSG00000102871,"['1F2H', '1F3V', '5XME', '6AC0']",TNFRSF1A associated via death domain
TRAF2,TRAF2,7186,ENSG00000127191,"['1CA4', '1CA9', '1CZY', '1CZZ', '1D00', '1D01', '1D0A', '1D0J', '1F3V', '1QSC', '3KNV', '3M06', '3M0A', '3M0D']",TNF receptor associated factor 2
TRAP,TRAP,100187907,,,triiodothyronine receptor auxiliary protein
TRKB,trkb-A,378552,,,neurotrophin receptor B xTrkB-beta
TRKB receptor,RECEPTOR,443145,,,neuropilin-1
TTR,TTR,7276,ENSG00000118271,"['1BM7', '1BMZ', '1BZ8', '1BZD', '1BZE', '1DVQ', '1DVS', '1DVT', '1DVU', '1DVX', '1DVY', '1DVZ', '1E3F', '1E4H', '1E5A', '1ETA', '1ETB', '1F41', '1F64', '1F86', '1FH2', '1FHN', '1G1O', '1GKO', '1ICT', '1III', '1IIK', '1IJN', '1QAB', '1QWH', '1RLB', '1SOK', '1SOQ', '1THA', '1THC', '1TLM', '1TSH', '1TT6', '1TTA', '1TTB', '1TTC', '1TTR', '1TYR', '1TZ8', '1U21', '1X7S', '1X7T', '1Y1D', '1Z7J', '1ZCR', '1ZD6', '2B14', '2B15', '2B16', '2B77', '2B9A', '2F7I', '2F8I', '2FBR', '2FLM', '2G3X', '2G3Z', '2G4E', '2G4G', '2G5U', '2G9K', '2GAB', '2H4E', '2M5N', '2NBO', '2NBP', '2NOY', '2PAB', '2QEL', '2QGB', '2QGC', '2QGD', '2QGE', '2ROX', '2ROY', '2TRH', '2TRY', '2WQA', '3A4D', '3A4E', '3A4F', '3B56', '3BSZ', '3BT0', '3CBR', '3CFM', '3CFN', '3CFQ', '3CFT', '3CN0', '3CN1', '3CN2', '3CN3', '3CN4', '3CXF', '3D2T', '3D7P', '3DGD', '3DID', '3DJR', '3DJS', '3DJT', '3DJZ', '3DK0', '3DK2', '3DO4', '3ESN', '3ESO', '3ESP', '3FC8', '3FCB', '3GLZ', '3GPS', '3GRB', '3GRG', '3GS0', '3GS4', '3GS7', '3HJ0', '3I9A', '3I9I', '3I9P', '3IMR', '3IMS', '3IMT', '3IMU', '3IMV', '3IMW', '3IPB', '3IPE', '3KGS', '3KGT', '3KGU', '3M1O', '3NEE', '3NEO', '3NES', '3NEX', '3NG5', '3OZK', '3OZL', '3P3R', '3P3S', '3P3T', '3P3U', '3SSG', '3TCT', '3TFB', '3U2I', '3U2J', '3W3B', '4ABQ', '4ABU', '4ABV', '4ABW', '4AC2', '4AC4', '4ACT', '4ANK', '4D7B', '4DER', '4DES', '4DET', '4DEU', '4DEW', '4FI6', '4FI7', '4FI8', '4HIQ', '4HIS', '4HJS', '4HJT', '4HJU', '4I85', '4I87', '4I89', '4IIZ', '4IK6', '4IK7', '4IKI', '4IKJ', '4IKK', '4IKL', '4KY2', '4L1S', '4L1T', '4MAS', '4MRB', '4MRC', '4N85', '4N86', '4N87', '4PM1', '4PME', '4PMF', '4PVL', '4PVM', '4PVN', '4PWE', '4PWF', '4PWG', '4PWH', '4PWI', '4PWJ', '4PWK', '4QRF', '4QXV', '4QYA', '4TKW', '4TL4', '4TL5', '4TLK', '4TLS', '4TLT', '4TLU', '4TM9', '4TNE', '4TNF', '4TNG', '4TQ8', '4TQH', '4TQI', '4TQP', '4WNJ', '4WNS', '4WO0', '4Y9B', '4Y9C', '4Y9E', '4Y9F', '4Y9G', '4YDM', '4YDN', '5A6I', '5AKS', '5AKT', '5AKV', '5AL0', '5AL8', '5AYT', '5BOJ', '5CLX', '5CLY', '5CLZ', '5CM1', '5CN3', '5CNH', '5CR1', '5DEJ', '5DWP', '5E23', '5E4A', '5E4O', '5EN3', '5EZP', '5FO2', '5FW6', '5FW7', '5FW8', '5H0V', '5H0W', '5H0X', '5H0Y', '5H0Z', '5HJG', '5IHH', '5JID', '5JIM', '5JIQ', '5K1J', '5K1N', '5L4F', '5L4I', '5L4J', '5L4M', '5LLL', '5LLV', '5N5Q', '5N62', '5N7C', '5NFE', '5NFW', '5OQ0', '5TTR', '5TZL', '5U48', '5U49', '5U4A', '5U4B', '5U4C', '5U4D', '5U4E', '5U4F', '5U4G', '6D0W', '6E6Z', '6E70', '6E71', '6E72', '6E73', '6E74', '6E75', '6E76', '6E77', '6E78', '6EP1', '6FFT', '6FWD', '6FXU', '6FZL', '6GR7', '6GRP', '6IMX', '6IMY', '6KGB', '6R66', '6R67', '6R68', '6R6I', '6SDZ', '6SUG', '6SUH', '6TI9', '6TJN', '6TXV', '6TXW', '6U0Q', '6XTK', '7ACU']",transthyretin
Tat,TAT,6898,ENSG00000198650,3DYD,tyrosine aminotransferase
TfR,tfrc,108644432,ENSXETG00000003077,,transferrin receptor
Thrombopoietin,THPO,7066,ENSG00000090534,"['1V7M', '1V7N']",thrombopoietin
Transthyretin,TTR,7276,ENSG00000118271,"['1BM7', '1BMZ', '1BZ8', '1BZD', '1BZE', '1DVQ', '1DVS', '1DVT', '1DVU', '1DVX', '1DVY', '1DVZ', '1E3F', '1E4H', '1E5A', '1ETA', '1ETB', '1F41', '1F64', '1F86', '1FH2', '1FHN', '1G1O', '1GKO', '1ICT', '1III', '1IIK', '1IJN', '1QAB', '1QWH', '1RLB', '1SOK', '1SOQ', '1THA', '1THC', '1TLM', '1TSH', '1TT6', '1TTA', '1TTB', '1TTC', '1TTR', '1TYR', '1TZ8', '1U21', '1X7S', '1X7T', '1Y1D', '1Z7J', '1ZCR', '1ZD6', '2B14', '2B15', '2B16', '2B77', '2B9A', '2F7I', '2F8I', '2FBR', '2FLM', '2G3X', '2G3Z', '2G4E', '2G4G', '2G5U', '2G9K', '2GAB', '2H4E', '2M5N', '2NBO', '2NBP', '2NOY', '2PAB', '2QEL', '2QGB', '2QGC', '2QGD', '2QGE', '2ROX', '2ROY', '2TRH', '2TRY', '2WQA', '3A4D', '3A4E', '3A4F', '3B56', '3BSZ', '3BT0', '3CBR', '3CFM', '3CFN', '3CFQ', '3CFT', '3CN0', '3CN1', '3CN2', '3CN3', '3CN4', '3CXF', '3D2T', '3D7P', '3DGD', '3DID', '3DJR', '3DJS', '3DJT', '3DJZ', '3DK0', '3DK2', '3DO4', '3ESN', '3ESO', '3ESP', '3FC8', '3FCB', '3GLZ', '3GPS', '3GRB', '3GRG', '3GS0', '3GS4', '3GS7', '3HJ0', '3I9A', '3I9I', '3I9P', '3IMR', '3IMS', '3IMT', '3IMU', '3IMV', '3IMW', '3IPB', '3IPE', '3KGS', '3KGT', '3KGU', '3M1O', '3NEE', '3NEO', '3NES', '3NEX', '3NG5', '3OZK', '3OZL', '3P3R', '3P3S', '3P3T', '3P3U', '3SSG', '3TCT', '3TFB', '3U2I', '3U2J', '3W3B', '4ABQ', '4ABU', '4ABV', '4ABW', '4AC2', '4AC4', '4ACT', '4ANK', '4D7B', '4DER', '4DES', '4DET', '4DEU', '4DEW', '4FI6', '4FI7', '4FI8', '4HIQ', '4HIS', '4HJS', '4HJT', '4HJU', '4I85', '4I87', '4I89', '4IIZ', '4IK6', '4IK7', '4IKI', '4IKJ', '4IKK', '4IKL', '4KY2', '4L1S', '4L1T', '4MAS', '4MRB', '4MRC', '4N85', '4N86', '4N87', '4PM1', '4PME', '4PMF', '4PVL', '4PVM', '4PVN', '4PWE', '4PWF', '4PWG', '4PWH', '4PWI', '4PWJ', '4PWK', '4QRF', '4QXV', '4QYA', '4TKW', '4TL4', '4TL5', '4TLK', '4TLS', '4TLT', '4TLU', '4TM9', '4TNE', '4TNF', '4TNG', '4TQ8', '4TQH', '4TQI', '4TQP', '4WNJ', '4WNS', '4WO0', '4Y9B', '4Y9C', '4Y9E', '4Y9F', '4Y9G', '4YDM', '4YDN', '5A6I', '5AKS', '5AKT', '5AKV', '5AL0', '5AL8', '5AYT', '5BOJ', '5CLX', '5CLY', '5CLZ', '5CM1', '5CN3', '5CNH', '5CR1', '5DEJ', '5DWP', '5E23', '5E4A', '5E4O', '5EN3', '5EZP', '5FO2', '5FW6', '5FW7', '5FW8', '5H0V', '5H0W', '5H0X', '5H0Y', '5H0Z', '5HJG', '5IHH', '5JID', '5JIM', '5JIQ', '5K1J', '5K1N', '5L4F', '5L4I', '5L4J', '5L4M', '5LLL', '5LLV', '5N5Q', '5N62', '5N7C', '5NFE', '5NFW', '5OQ0', '5TTR', '5TZL', '5U48', '5U49', '5U4A', '5U4B', '5U4C', '5U4D', '5U4E', '5U4F', '5U4G', '6D0W', '6E6Z', '6E70', '6E71', '6E72', '6E73', '6E74', '6E75', '6E76', '6E77', '6E78', '6EP1', '6FFT', '6FWD', '6FXU', '6FZL', '6GR7', '6GRP', '6IMX', '6IMY', '6KGB', '6R66', '6R67', '6R68', '6R6I', '6SDZ', '6SUG', '6SUH', '6TI9', '6TJN', '6TXV', '6TXW', '6U0Q', '6XTK', '7ACU']",transthyretin
TrkB,trkb-A,378552,,,neurotrophin receptor B xTrkB-beta
TrkC,NTRK3,4916,ENSG00000140538,"['1WWC', '3V5Q', '4YMJ', '6KZC', '6KZD']",neurotrophic receptor tyrosine kinase 3
U2 small nuclear ribonucleoprotein,small,914662,,,Hok/gef family protein
U2AF35,Bm12845,6106100,WBGene00233106,,"splicing factor U2AF35, putative"
